Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.48","SAOUHSC_00054","VBIStaAur99865_0048","PATRIC.93061.5.NC_007795.CDS.57118.57888.fwd","PATRIC","CDS",57118,57888,771,"+","FIG01108563","PLF_1279_00005372","PGF_03474256","YP_498659.1",256,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.510","SAOUHSC_00565","VBIStaAur99865_0510","PATRIC.93061.5.NC_007795.CDS.571747.572127.fwd","PATRIC","CDS",571747,572127,381,"+","FIG01108027","PLF_1279_00001714","PGF_08225224","YP_499136.1",126,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.511","SAOUHSC_00567","VBIStaAur99865_0511","PATRIC.93061.5.NC_007795.CDS.572260.572628.fwd","PATRIC","CDS",572260,572628,369,"+","FIG00018398","PLF_1279_00000742","PGF_03145797","YP_499137.1",122,,"UPF0382 membrane protein YwdK",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.512","SAOUHSC_00569","VBIStaAur99865_0512","PATRIC.93061.5.NC_007795.CDS.572749.574233.fwd","PATRIC","CDS",572749,574233,1485,"+","FIG01340830","PLF_1279_00000637","PGF_00416816","YP_499138.1",494,,"Cationic amino acid transporter",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.513","SAOUHSC_00571","VBIStaAur99865_0513","PATRIC.93061.5.NC_007795.CDS.574375.574827.rev","PATRIC","CDS",574375,574827,453,"-","FIG01956050","PLF_1279_00001070","PGF_00739009","YP_499139.1",150,,"Integral membrane protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.514","SAOUHSC_00572","VBIStaAur99865_0514","PATRIC.93061.5.NC_007795.CDS.574840.575604.rev","PATRIC","CDS",574840,575604,765,"-","FIG01107862","PLF_1279_00000155","PGF_08225224","YP_499140.1",254,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.515",,"VBIStaAur99865_0515","PATRIC.93061.5.NC_007795.CDS.575915.576112.fwd","PATRIC","CDS",575915,576112,198,"+","FIG01108754","PLF_1279_00004581","PGF_03474784",,65,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.516","SAOUHSC_00573","VBIStaAur99865_0516","PATRIC.93061.5.NC_007795.CDS.576153.576905.rev","PATRIC","CDS",576153,576905,753,"-","FIG00003629","PLF_1279_00000641","PGF_00419622","YP_499141.1",250,,"Coproheme decarboxylase HemQ (no EC)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.517","SAOUHSC_00574","VBIStaAur99865_0517","PATRIC.93061.5.NC_007795.CDS.577073.578059.fwd","PATRIC","CDS",577073,578059,987,"+","FIG00000522","PLF_1279_00000606","PGF_00033197","YP_499142.1",328,"eutD","Phosphate acetyltransferase (EC 2.3.1.8)","GO:0008959|phosphate acetyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.518","SAOUHSC_00575","VBIStaAur99865_0518","PATRIC.93061.5.NC_007795.CDS.578062.578898.fwd","PATRIC","CDS",578062,578898,837,"+","FIG01954490","PLF_1279_00000708","PGF_00026864","YP_499143.1",278,,"Octanoyl-[GcvH]:protein N-octanoyltransferase (EC 2.3.1.204)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.519","SAOUHSC_00577","VBIStaAur99865_0519","PATRIC.93061.5.NC_007795.CDS.579485.580405.fwd","PATRIC","CDS",579485,580405,921,"+","FIG00009889","PLF_1279_00001050","PGF_04815798","YP_499144.1",306,,"Mevalonate kinase (EC 2.7.1.36)","GO:0004496|mevalonate kinase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.49","SAOUHSC_00055","VBIStaAur99865_0049","PATRIC.93061.5.NC_007795.CDS.57955.58722.fwd","PATRIC","CDS",57955,58722,768,"+","FIG01107884","PLF_1279_00005372","PGF_03474256","YP_498660.1",255,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.520","SAOUHSC_00578","VBIStaAur99865_0520","PATRIC.93061.5.NC_007795.CDS.580410.581393.fwd","PATRIC","CDS",580410,581393,984,"+","FIG00001783","PLF_1279_00001005","PGF_00423613","YP_499145.1",327,,"Diphosphomevalonate decarboxylase (EC 4.1.1.33)","GO:0004163|diphosphomevalonate decarboxylase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.521","SAOUHSC_00579","VBIStaAur99865_0521","PATRIC.93061.5.NC_007795.CDS.581406.582482.fwd","PATRIC","CDS",581406,582482,1077,"+","FIG00011236","PLF_1279_00001017","PGF_02154390","YP_499146.1",358,,"Phosphomevalonate kinase (EC 2.7.4.2)","GO:0004631|phosphomevalonate kinase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.522","SAOUHSC_00580","VBIStaAur99865_0522","PATRIC.93061.5.NC_007795.CDS.582659.583000.fwd","PATRIC","CDS",582659,583000,342,"+","FIG01308914","PLF_1279_00000751","PGF_00399685","YP_499147.1",113,,"DUF1450 superfamily protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.523","SAOUHSC_00581","VBIStaAur99865_0523","PATRIC.93061.5.NC_007795.CDS.583052.584374.rev","PATRIC","CDS",583052,584374,1323,"-","FIG00002333","PLF_1279_00001181","PGF_00039340","YP_499148.1",440,,"Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase","GO:0004148|dihydrolipoyl dehydrogenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.524","SAOUHSC_00582","VBIStaAur99865_0524","PATRIC.93061.5.NC_007795.CDS.584361.584801.rev","PATRIC","CDS",584361,584801,441,"-","FIG00016824","PLF_1279_00001867","PGF_00072445","YP_499149.1",146,,"hypothetical fig|282458.1.peg.572 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.525","SAOUHSC_00583","VBIStaAur99865_0525","PATRIC.93061.5.NC_007795.CDS.584859.584960.fwd","PATRIC","CDS",584859,584960,102,"+","FIG00638284","PLF_1279_00004832","PGF_03474928","YP_499150.1",33,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.526","SAOUHSC_00584","VBIStaAur99865_0526","PATRIC.93061.5.NC_007795.CDS.585426.586835.fwd","PATRIC","CDS",585426,586835,1410,"+","FIG00016973","PLF_1279_00001744","PGF_00072446","YP_499151.1",469,,"hypothetical fig|282458.1.peg.573 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.527","SAOUHSC_00585","VBIStaAur99865_0527","PATRIC.93061.5.NC_007795.CDS.586839.587465.fwd","PATRIC","CDS",586839,587465,627,"+","FIG00004884","PLF_1279_00000021","PGF_00411682","YP_499152.1",208,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.528","SAOUHSC_00586","VBIStaAur99865_0528","PATRIC.93061.5.NC_007795.CDS.587591.588232.fwd","PATRIC","CDS",587591,588232,642,"+","FIG00004884","PLF_1279_00000075","PGF_00411682","YP_499153.1",213,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.50","SAOUHSC_00056","VBIStaAur99865_0050","PATRIC.93061.5.NC_007795.CDS.58816.61053.fwd","PATRIC","CDS",58816,61053,2238,"+","FIG00638284","PLF_1279_00001563","PGF_10430161","YP_498661.1",745,,"Transcriptional regulator, AraC family",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.529","SAOUHSC_00587","VBIStaAur99865_0529","PATRIC.93061.5.NC_007795.CDS.588320.588937.fwd","PATRIC","CDS",588320,588937,618,"+","FIG00004884","PLF_1279_00000021","PGF_00411682","YP_499154.1",205,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.530","SAOUHSC_00588","VBIStaAur99865_0530","PATRIC.93061.5.NC_007795.CDS.589012.589641.fwd","PATRIC","CDS",589012,589641,630,"+","FIG00004884","PLF_1279_00002733","PGF_03474601","YP_499155.1",209,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.531","SAOUHSC_00591","VBIStaAur99865_0531","PATRIC.93061.5.NC_007795.CDS.589837.590430.fwd","PATRIC","CDS",589837,590430,594,"+","FIG00004884","PLF_1279_00000021","PGF_00411682","YP_499157.1",197,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.532","SAOUHSC_00592","VBIStaAur99865_0532","PATRIC.93061.5.NC_007795.CDS.590598.591230.fwd","PATRIC","CDS",590598,591230,633,"+","FIG00004884","PLF_1279_00002223","PGF_00411682","YP_499158.1",210,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.533","SAOUHSC_00593","VBIStaAur99865_0533","PATRIC.93061.5.NC_007795.CDS.591277.591744.fwd","PATRIC","CDS",591277,591744,468,"+","FIG00004884","PLF_1279_00002902","PGF_00173527","YP_499159.1",155,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.534","SAOUHSC_00595","VBIStaAur99865_0534","PATRIC.93061.5.NC_007795.CDS.591777.591905.fwd","PATRIC","CDS",591777,591905,129,"+",,"PLF_1279_00002624","PGF_00173527","YP_499160.1",42,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.535","SAOUHSC_00596","VBIStaAur99865_0535","PATRIC.93061.5.NC_007795.CDS.592358.592987.fwd","PATRIC","CDS",592358,592987,630,"+","FIG00004884","PLF_1279_00002642","PGF_03477103","YP_499161.1",209,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.536","SAOUHSC_00598","VBIStaAur99865_0536","PATRIC.93061.5.NC_007795.CDS.593111.593752.fwd","PATRIC","CDS",593111,593752,642,"+","FIG00004884","PLF_1279_00000075","PGF_00411682","YP_499162.1",213,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.537","SAOUHSC_00599","VBIStaAur99865_0537","PATRIC.93061.5.NC_007795.CDS.593861.594424.fwd","PATRIC","CDS",593861,594424,564,"+","FIG00004884","PLF_1279_00000075","PGF_00411682","YP_499163.1",187,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.538","SAOUHSC_00600","VBIStaAur99865_0538","PATRIC.93061.5.NC_007795.CDS.594390.594635.fwd","PATRIC","CDS",594390,594635,246,"+","FIG01108434","PLF_1279_00002631","PGF_00268210","YP_499164.1",81,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.539","SAOUHSC_00602","VBIStaAur99865_0539","PATRIC.93061.5.NC_007795.CDS.594659.595285.fwd","PATRIC","CDS",594659,595285,627,"+","FIG00004884","PLF_1279_00000021","PGF_00411682","YP_499165.1",208,,"repetative hypothetical protein, fig|282458.1.peg.574 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.540","SAOUHSC_00603","VBIStaAur99865_0540","PATRIC.93061.5.NC_007795.CDS.595555.596493.fwd","PATRIC","CDS",595555,596493,939,"+","FIG00011879","PLF_1279_00001078","PGF_00028698","YP_499166.1",312,,"myo-inositol operon protein IolS",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.541","SAOUHSC_00604","VBIStaAur99865_0541","PATRIC.93061.5.NC_007795.CDS.596704.597240.fwd","PATRIC","CDS",596704,597240,537,"+","FIG00011831","PLF_1279_00004650","PGF_00072447","YP_499167.1",178,,"hypothetical fig|282458.1.peg.578 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.542","SAOUHSC_00605","VBIStaAur99865_0542","PATRIC.93061.5.NC_007795.CDS.597409.597885.fwd","PATRIC","CDS",597409,597885,477,"+","FIG00011044","PLF_1279_00002045","PGF_00072451","YP_499168.1",158,,"hypothetical fig|282458.1.peg.579 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.543","SAOUHSC_00606","VBIStaAur99865_0543","PATRIC.93061.5.NC_007795.CDS.597925.599220.fwd","PATRIC","CDS",597925,599220,1296,"+","FIG01955928","PLF_1279_00000485","PGF_12884281","YP_499169.1",431,,"dNTP triphosphohydrolase, broad substrate specificity",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.544","SAOUHSC_00607","VBIStaAur99865_0544","PATRIC.93061.5.NC_007795.CDS.599263.599769.fwd","PATRIC","CDS",599263,599769,507,"+","FIG00009692","PLF_1279_00001941","PGF_00072452","YP_499170.1",168,,"Uncharacterized protein YwhD",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.545","SAOUHSC_00608","VBIStaAur99865_0545","PATRIC.93061.5.NC_007795.CDS.600268.601278.fwd","PATRIC","CDS",600268,601278,1011,"+","FIG01007502","PLF_1279_00001180","PGF_03572345","YP_499171.1",336,,"Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.546","SAOUHSC_00610","VBIStaAur99865_0546","PATRIC.93061.5.NC_007795.CDS.601553.601969.fwd","PATRIC","CDS",601553,601969,417,"+","FIG01108803","PLF_1279_00002078","PGF_00072453","YP_499173.1",138,,"hypothetical fig|282458.1.peg.583 homolog",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.547","SAOUHSC_00611","VBIStaAur99865_0547","PATRIC.93061.5.NC_007795.CDS.601966.603627.fwd","PATRIC","CDS",601966,603627,1662,"+","FIG00000088","PLF_1279_00000450","PGF_00926109","YP_499174.1",553,"argS","Arginyl-tRNA synthetase (EC 6.1.1.19)","GO:0004814|arginine-tRNA ligase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.548","SAOUHSC_00612","VBIStaAur99865_0548","PATRIC.93061.5.NC_007795.CDS.604016.604651.fwd","PATRIC","CDS",604016,604651,636,"+","FIG00000290","PLF_1279_00002123","PGF_00070958","YP_499175.1",211,,"endonuclease III domain protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.549","SAOUHSC_00613","VBIStaAur99865_0549","PATRIC.93061.5.NC_007795.CDS.605030.605917.fwd","PATRIC","CDS",605030,605917,888,"+","FIG00016684","PLF_1279_00000331","PGF_00015266","YP_499176.1",295,,"ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.550","SAOUHSC_00614","VBIStaAur99865_0550","PATRIC.93061.5.NC_007795.CDS.606029.607015.fwd","PATRIC","CDS",606029,607015,987,"+","FIG00051009","PLF_1279_00001412","PGF_03971607","YP_499177.1",328,,"Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.551","SAOUHSC_00615","VBIStaAur99865_0551","PATRIC.93061.5.NC_007795.CDS.607070.607789.fwd","PATRIC","CDS",607070,607789,720,"+","FIG00004502","PLF_1279_00000900","PGF_00015976","YP_499178.1",239,,"L-2-haloalkanoic acid dehalogenase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.552","SAOUHSC_00616","VBIStaAur99865_0552","PATRIC.93061.5.NC_007795.CDS.607773.608573.fwd","PATRIC","CDS",607773,608573,801,"+","FIG01313166","PLF_1279_00001608","PGF_00035909","YP_499179.1",266,,"Predicted hydrolase",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.553","SAOUHSC_00617","VBIStaAur99865_0553","PATRIC.93061.5.NC_007795.CDS.608709.609215.fwd","PATRIC","CDS",608709,609215,507,"+","FIG01107934","PLF_1279_00001930","PGF_08225224","YP_499180.1",168,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.554","SAOUHSC_00618","VBIStaAur99865_0554","PATRIC.93061.5.NC_007795.CDS.609377.610093.fwd","PATRIC","CDS",609377,610093,717,"+","FIG01108192","PLF_1279_00001947","PGF_08027271","YP_499181.1",238,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.555","SAOUHSC_00619","VBIStaAur99865_0555","PATRIC.93061.5.NC_007795.CDS.610262.611050.fwd","PATRIC","CDS",610262,611050,789,"+","FIG00016132","PLF_1279_00001902","PGF_00072444","YP_499182.1",262,,"hypothetical esterase/lipase [EC:3.1.-.-]",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.556","SAOUHSC_00620","VBIStaAur99865_0556","PATRIC.93061.5.NC_007795.CDS.611301.611675.rev","PATRIC","CDS",611301,611675,375,"-","FIG00016374","PLF_1279_00000993","PGF_00054140","YP_499183.1",124,,"Staphylococcal accessory regulator A (SarA)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.51","SAOUHSC_00057","VBIStaAur99865_0051","PATRIC.93061.5.NC_007795.CDS.61204.62382.fwd","PATRIC","CDS",61204,62382,1179,"+","FIG00001384","PLF_1279_00123852","PGF_10543640","YP_498662.1",392,,"N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)","GO:0004046|aminoacylase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.557","SAOUHSC_00621","VBIStaAur99865_0557","PATRIC.93061.5.NC_007795.CDS.612623.613516.rev","PATRIC","CDS",612623,613516,894,"-","FIG01956050","PLF_1279_00000070","PGF_10377946","YP_499184.1",297,,"Integral membrane protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.558","SAOUHSC_00622","VBIStaAur99865_0558","PATRIC.93061.5.NC_007795.CDS.613747.613971.rev","PATRIC","CDS",613747,613971,225,"-","FIG01108106","PLF_1279_00002034","PGF_00127195","YP_499185.1",74,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.559",,"VBIStaAur99865_0559","PATRIC.93061.5.NC_007795.CDS.613988.614191.rev","PATRIC","CDS",613988,614191,204,"-","FIG01108303","PLF_1279_00002139","PGF_03475694",,67,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.560","SAOUHSC_00624","VBIStaAur99865_0560","PATRIC.93061.5.NC_007795.CDS.614350.614910.fwd","PATRIC","CDS",614350,614910,561,"+","FIG00013339","PLF_1279_00150909","PGF_00421335","YP_499186.1",186,,"DNA integration/recombination/invertion protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.561","SAOUHSC_00625","VBIStaAur99865_0561","PATRIC.93061.5.NC_007795.CDS.614929.617331.fwd","PATRIC","CDS",614929,617331,2403,"+","FIG01304067","PLF_1279_00004289","PGF_02167696","YP_499187.1",800,,"Na(+) H(+) antiporter subunit A",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.562","SAOUHSC_00626","VBIStaAur99865_0562","PATRIC.93061.5.NC_007795.CDS.617318.617743.fwd","PATRIC","CDS",617318,617743,426,"+","FIG01304071","PLF_1279_00013825","PGF_09755850","YP_499188.1",141,,"Na(+) H(+) antiporter subunit B",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.563","SAOUHSC_00627","VBIStaAur99865_0563","PATRIC.93061.5.NC_007795.CDS.617740.618084.fwd","PATRIC","CDS",617740,618084,345,"+","FIG01303981","PLF_1279_00001084","PGF_03754184","YP_499189.1",114,,"Na(+) H(+) antiporter subunit C",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.564","SAOUHSC_00628","VBIStaAur99865_0564","PATRIC.93061.5.NC_007795.CDS.618074.619570.fwd","PATRIC","CDS",618074,619570,1497,"+","FIG01303986","PLF_1279_00000267","PGF_05424184","YP_499190.1",498,,"Na(+) H(+) antiporter subunit D",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.565","SAOUHSC_00629","VBIStaAur99865_0565","PATRIC.93061.5.NC_007795.CDS.619571.620053.fwd","PATRIC","CDS",619571,620053,483,"+","FIG01303990","PLF_1279_00001026","PGF_01446424","YP_499191.1",160,,"Na(+) H(+) antiporter subunit E",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.566",,"VBIStaAur99865_0566","PATRIC.93061.5.NC_007795.CDS.620050.620352.fwd","PATRIC","CDS",620050,620352,303,"+","FIG01303996","PLF_1279_00001085","PGF_04156755",,100,,"Na(+) H(+) antiporter subunit F",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.567","SAOUHSC_00632","VBIStaAur99865_0567","PATRIC.93061.5.NC_007795.CDS.620327.620764.fwd","PATRIC","CDS",620327,620764,438,"+","FIG01304360","PLF_1279_00001072","PGF_02740181","YP_499193.1",145,,"Na(+) H(+) antiporter subunit G",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.568","SAOUHSC_00633","VBIStaAur99865_0568","PATRIC.93061.5.NC_007795.CDS.621104.623146.fwd","PATRIC","CDS",621104,623146,2043,"+","FIG00008246","PLF_1279_00000428","PGF_10361261","YP_499194.1",680,,"Na+/H+ antiporter",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.52","SAOUHSC_00058","VBIStaAur99865_0052","PATRIC.93061.5.NC_007795.CDS.62384.63772.fwd","PATRIC","CDS",62384,63772,1389,"+","FIG01317251","PLF_1279_00015910","PGF_12709656","YP_498663.1",462,,"MFS-type transporter quinolone resistance protein NorB/NorC",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.569","SAOUHSC_00634","VBIStaAur99865_0569","PATRIC.93061.5.NC_007795.CDS.624572.625510.rev","PATRIC","CDS",624572,625510,939,"-","FIG00627311","PLF_1279_00000333","PGF_00019217","YP_499195.1",312,,"Manganese ABC transporter, periplasmic-binding protein SitA","GO:0005488|binding"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.570","SAOUHSC_00636","VBIStaAur99865_0570","PATRIC.93061.5.NC_007795.CDS.625507.626343.rev","PATRIC","CDS",625507,626343,837,"-","FIG01046910","PLF_1279_00000653","PGF_04132127","YP_499196.1",278,,"Manganese ABC transporter, inner membrane permease protein SitD","GO:0005524|ATP binding;GO:0006810|transport;GO:0016020|membrane"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.571","SAOUHSC_00637","VBIStaAur99865_0571","PATRIC.93061.5.NC_007795.CDS.626337.627080.rev","PATRIC","CDS",626337,627080,744,"-","FIG01322879","PLF_1279_00001464","PGF_10335063","YP_499197.1",247,,"Manganese ABC transporter, ATP-binding protein SitB","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.572","SAOUHSC_00638","VBIStaAur99865_0572","PATRIC.93061.5.NC_007795.CDS.627202.627846.fwd","PATRIC","CDS",627202,627846,645,"+","FIG00634996","PLF_1279_00000654","PGF_00021968","YP_499198.1",214,,"Mn-dependent transcriptional regulator MntR","GO:0003700|transcription factor activity;GO:0005506|iron ion binding"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.573","SAOUHSC_00639","VBIStaAur99865_0573","PATRIC.93061.5.NC_007795.CDS.627926.628678.rev","PATRIC","CDS",627926,628678,753,"-","FIG01108263","PLF_1279_00061775","PGF_08225224","YP_499199.1",250,,"hypothetical protein",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.574","SAOUHSC_00640","VBIStaAur99865_0574","PATRIC.93061.5.NC_007795.CDS.628914.629678.fwd","PATRIC","CDS",628914,629678,765,"+","FIG00001834","PLF_1279_00002040","PGF_03416607","YP_499200.1",254,,"N-acetylmannosaminyltransferase (EC 2.4.1.187)","GO:0047244|N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity"
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.575","SAOUHSC_00641","VBIStaAur99865_0575","PATRIC.93061.5.NC_007795.CDS.629739.630533.rev","PATRIC","CDS",629739,630533,795,"-","FIG00001824","PLF_1279_00000616","PGF_02896943","YP_499201.1",264,,"Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)",
"Staphylococcus aureus subsp. aureus NCTC 8325","93061.5","NC_007795","fig|93061.5.peg.576","SAOUHSC_00642","VBIStaAur99865_0576","PATRIC.93061.5.NC_007795.CDS.630880.631692.fwd","PATRIC","CDS",630880,631692,813,"+","FIG00125395","PLF_1279_00000117","PGF_05772749","YP_499202.1",270,,"Teichoic acid translocation permease protein TagG",
