Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.576","HI0556","VBIHaeInf48452_0576","PATRIC.71421.8.NC_000907.CDS.576109.576600.rev","PATRIC","CDS",576109,576600,492,"-","FIG00000776","PLF_724_00000149","PGF_07402119","NP_438714.1",163,"devB","6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.57","HI0057","VBIHaeInf48452_0057","PATRIC.71421.8.NC_000907.CDS.57655.59484.rev","PATRIC","CDS",57655,59484,1830,"-","FIG00000185","PLF_724_00000507","PGF_00424971","NP_438230.1",609,"uvrC","Excinuclease ABC subunit C","GO:0003677|DNA binding;GO:0004518|nuclease activity;GO:0005622|intracellular;GO:0006281|DNA repair;GO:0006289|nucleotide-excision repair"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.577",,"VBIHaeInf48452_0577","PATRIC.71421.8.NC_000907.CDS.576686.576808.rev","PATRIC","CDS",576686,576808,123,"-","FIG01960787","PLF_724_00000149","PGF_07402119",,40,,"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.578","HI0558","VBIHaeInf48452_0578","PATRIC.71421.8.NC_000907.CDS.576891.578375.rev","PATRIC","CDS",576891,578375,1485,"-","FIG00000332","PLF_724_00000229","PGF_06027248","NP_438715.1",494,"zwf","Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)","GO:0004345|glucose-6-phosphate dehydrogenase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.579","HI0559","VBIHaeInf48452_0579","PATRIC.71421.8.NC_000907.CDS.578451.579224.rev","PATRIC","CDS",578451,579224,774,"-","FIG00001745","PLF_724_00000782","PGF_02893929","NP_438716.1",257,"cysQ","3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.580","HI0559.1","VBIHaeInf48452_0580","PATRIC.71421.8.NC_000907.CDS.579332.579679.rev","PATRIC","CDS",579332,579679,348,"-","FIG01145279","PLF_724_00001355","PGF_01809566","NP_438717.1",115,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.581","HI0561","VBIHaeInf48452_0581","PATRIC.71421.8.NC_000907.CDS.579736.581574.rev","PATRIC","CDS",579736,581574,1839,"-","FIG00945339","PLF_724_00001345","PGF_01809564","NP_438718.1",612,,"Serine protease",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.582","HI0562","VBIHaeInf48452_0582","PATRIC.71421.8.NC_000907.CDS.581951.582346.fwd","PATRIC","CDS",581951,582346,396,"+","FIG00001497","PLF_724_00000419","PGF_00048933","NP_438719.1",131,,"Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.583","HI0563","VBIHaeInf48452_0583","PATRIC.71421.8.NC_000907.CDS.582372.582824.rev","PATRIC","CDS",582372,582824,453,"-","FIG00002303","PLF_724_00000367","PGF_00047274","NP_438720.1",150,"asnC","Transcriptional regulator AsnC",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.584","HI0564","VBIHaeInf48452_0584","PATRIC.71421.8.NC_000907.CDS.582978.583970.fwd","PATRIC","CDS",582978,583970,993,"+","FIG00001406","PLF_724_00000274","PGF_00067160","NP_438721.1",330,"asnA","Aspartate--ammonia ligase (EC 6.3.1.1)","GO:0004071|aspartate-ammonia ligase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.585","HI0565","VBIHaeInf48452_0585","PATRIC.71421.8.NC_000907.CDS.584035.584709.rev","PATRIC","CDS",584035,584709,675,"-","FIG00003555","PLF_724_00000462","PGF_10460277","NP_438722.1",224,"gph","Phosphoglycolate phosphatase (EC 3.1.3.18)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.586","HI0566","VBIHaeInf48452_0586","PATRIC.71421.8.NC_000907.CDS.584755.585429.rev","PATRIC","CDS",584755,585429,675,"-","FIG00000047","PLF_724_00000256","PGF_10245672","NP_438723.2",224,"dod","Ribulose-phosphate 3-epimerase (EC 5.1.3.1)","GO:0004750|ribulose-phosphate 3-epimerase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.587","HI0567","VBIHaeInf48452_0587","PATRIC.71421.8.NC_000907.CDS.585576.587996.rev","PATRIC","CDS",585576,587996,2421,"-","FIG00028203","PLF_724_00000024","PGF_06703483","NP_438724.1",806,"gyrB","DNA gyrase subunit B (EC 5.99.1.3)","GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.588","HI0568","VBIHaeInf48452_0588","PATRIC.71421.8.NC_000907.CDS.588147.590435.rev","PATRIC","CDS",588147,590435,2289,"-","FIG00001712","PLF_724_00000192","PGF_02906681","NP_438725.1",762,"tex","Transcription accessory protein (S1 RNA-binding domain)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.589","HI0569","VBIHaeInf48452_0589","PATRIC.71421.8.NC_000907.CDS.590531.591007.fwd","PATRIC","CDS",590531,591007,477,"+","FIG00000976","PLF_724_00000193","PGF_00057435","NP_438726.1",158,"greB","Transcription elongation factor GreB","GO:0003677|DNA binding;GO:0003711|transcription elongation regulator activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.590","HI0570","VBIHaeInf48452_0590","PATRIC.71421.8.NC_000907.CDS.591078.591695.rev","PATRIC","CDS",591078,591695,618,"-","FIG00002365","PLF_724_00000579","PGF_00066089","NP_438727.1",205,,"Unsaturated fatty acid biosythesis repressor FabR, TetR family",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.591","HI0571","VBIHaeInf48452_0591","PATRIC.71421.8.NC_000907.CDS.591695.592600.rev","PATRIC","CDS",591695,592600,906,"-","FIG00031825","PLF_724_00000748","PGF_05873936","NP_438728.1",301,"oxyR","Hydrogen peroxide-inducible genes activator => OxyR",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.592","HI0572","VBIHaeInf48452_0592","PATRIC.71421.8.NC_000907.CDS.592723.593448.fwd","PATRIC","CDS",592723,593448,726,"+","FIG00634283","PLF_724_00000564","PGF_00581959","NP_438729.1",241,,"Hybrid peroxiredoxin hyPrx5 (EC 1.11.1.15)","GO:0051920|peroxiredoxin activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.593","HI0573","VBIHaeInf48452_0593","PATRIC.71421.8.NC_000907.CDS.593536.593757.rev","PATRIC","CDS",593536,593757,222,"-","FIG01304106","PLF_724_00001299","PGF_00038637","NP_438730.1",73,"slyX","Protein SlyX",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.594","HI0574","VBIHaeInf48452_0594","PATRIC.71421.8.NC_000907.CDS.593855.594580.fwd","PATRIC","CDS",593855,594580,726,"+","FIG00001463","PLF_724_00000806","PGF_00003746","NP_438731.1",241,"fkpA","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor (EC 5.2.1.8)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.595","HI0575","VBIHaeInf48452_0595","PATRIC.71421.8.NC_000907.CDS.594669.595334.fwd","PATRIC","CDS",594669,595334,666,"+","FIG00948158","PLF_724_00000580","PGF_01013156","NP_438732.1",221,,"YheO-like PAS domain",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.58","HI0058","VBIHaeInf48452_0058","PATRIC.71421.8.NC_000907.CDS.59486.60250.rev","PATRIC","CDS",59486,60250,765,"-","FIG00000603","PLF_724_00001036","PGF_00418128","NP_438231.1",254,"kdsB","3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)","GO:0008690|3-deoxy-manno-octulosonate cytidylyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.596","HI0576","VBIHaeInf48452_0596","PATRIC.71421.8.NC_000907.CDS.595334.595714.fwd","PATRIC","CDS",595334,595714,381,"+","FIG00001459","PLF_724_00000938","PGF_00413245","NP_438733.1",126,,"tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusD",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.597","HI0576.1","VBIHaeInf48452_0597","PATRIC.71421.8.NC_000907.CDS.595711.596070.fwd","PATRIC","CDS",595711,596070,360,"+","FIG00001525","PLF_724_00001160","PGF_00413243","NP_438734.1",119,,"tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusC",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.598","HI0577","VBIHaeInf48452_0598","PATRIC.71421.8.NC_000907.CDS.596079.596366.fwd","PATRIC","CDS",596079,596366,288,"+","FIG00002307","PLF_724_00001320","PGF_01049145","NP_438735.1",95,,"tRNA 5-methylaminomethyl-2-thiouridine synthase subunit TusB",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.599","HI0578","VBIHaeInf48452_0599","PATRIC.71421.8.NC_000907.CDS.596497.597681.rev","PATRIC","CDS",596497,597681,1185,"-","FIG00000039","PLF_724_00000004","PGF_00060428","NP_438736.1",394,"tuf","Translation elongation factor Tu","GO:0005525|GTP binding;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.600","HI0579","VBIHaeInf48452_0600","PATRIC.71421.8.NC_000907.CDS.597746.599848.rev","PATRIC","CDS",597746,599848,2103,"-","FIG00063189","PLF_724_00000098","PGF_00060409","NP_438737.1",700,"fusA","Translation elongation factor G","GO:0005525|GTP binding;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.601","HI0580","VBIHaeInf48452_0601","PATRIC.71421.8.NC_000907.CDS.599932.600402.rev","PATRIC","CDS",599932,600402,471,"-","FIG00000209","PLF_724_00000318","PGF_00049904","NP_438738.1",156,"rpS7","SSU ribosomal protein S7p (S5e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.602","HI0581","VBIHaeInf48452_0602","PATRIC.71421.8.NC_000907.CDS.600559.600933.rev","PATRIC","CDS",600559,600933,375,"-","FIG00000203","PLF_724_00000371","PGF_06941403","NP_438739.1",124,"rpsL","SSU ribosomal protein S12p (S23e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.603","HI0582","VBIHaeInf48452_0603","PATRIC.71421.8.NC_000907.CDS.601115.603004.rev","PATRIC","CDS",601115,603004,1890,"-","FIG00000576","PLF_724_00000387","PGF_00413300","NP_438740.1",629,"gidA","tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.59","HI0059","VBIHaeInf48452_0059","PATRIC.71421.8.NC_000907.CDS.60321.61319.rev","PATRIC","CDS",60321,61319,999,"-","FIG00138202","PLF_724_00000921","PGF_08244241","NP_438232.1",332,"lpxK","Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)","GO:0009029|tetraacyldisaccharide 4'-kinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.604","HI0583","VBIHaeInf48452_0604","PATRIC.71421.8.NC_000907.CDS.603690.605663.rev","PATRIC","CDS",603690,605663,1974,"-","FIG00039528","PLF_724_00000443","PGF_01756547","NP_438741.1",657,"cpdB","2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16) / 3'-nucleotidase (EC 3.1.3.6)","GO:0008663|2',3'-cyclic-nucleotide 2'-phosphodiesterase activity;GO:0008254|3'-nucleotidase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.605","HI0584","VBIHaeInf48452_0605","PATRIC.71421.8.NC_000907.CDS.605757.607028.rev","PATRIC","CDS",605757,607028,1272,"-","FIG00001384","PLF_724_00001333","PGF_10543640","NP_438742.1",423,,"N-acyl-L-amino acid amidohydrolase (EC 3.5.1.14)","GO:0004046|aminoacylase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.606","HI0585","VBIHaeInf48452_0606","PATRIC.71421.8.NC_000907.CDS.607100.607939.rev","PATRIC","CDS",607100,607939,840,"-","FIG01324793","PLF_724_00000954","PGF_00414442","NP_438743.1",279,,"C4-dicarboxylate transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.607","HI0586","VBIHaeInf48452_0607","PATRIC.71421.8.NC_000907.CDS.607957.608394.rev","PATRIC","CDS",607957,608394,438,"-","FIG01324793","PLF_724_00000954","PGF_00414442","NP_438744.1",145,,"C4-dicarboxylate transporter",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.608","HI0587","VBIHaeInf48452_0608","PATRIC.71421.8.NC_000907.CDS.608461.609117.rev","PATRIC","CDS",608461,609117,657,"-","FIG00001630","PLF_724_00001237","PGF_08108734","NP_438745.2",218,"pepE","Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21)","GO:0017165|dipeptidase E activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.609","HI0588","VBIHaeInf48452_0609","PATRIC.71421.8.NC_000907.CDS.609241.610476.fwd","PATRIC","CDS",609241,610476,1236,"+","FIG00029758","PLF_724_00002622","PGF_08736618","NP_438746.1",411,,"N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.610",,"VBIHaeInf48452_0610","PATRIC.71421.8.NC_000907.CDS.610512.610673.rev","PATRIC","CDS",610512,610673,162,"-","FIG01956023","PLF_724_00003036","PGF_01424767",,53,,"Transcriptional regulator, AsnC family",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.611","HI0589","VBIHaeInf48452_0611","PATRIC.71421.8.NC_000907.CDS.610694.611110.fwd","PATRIC","CDS",610694,611110,417,"+","FIG00001519","PLF_724_00002229","PGF_02294260","NP_438747.1",138,,"Sigma factor RpoE regulatory protein RseC",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.612","HI0590","VBIHaeInf48452_0612","PATRIC.71421.8.NC_000907.CDS.611212.612519.rev","PATRIC","CDS",611212,612519,1308,"-","FIG00001166","PLF_724_00002794","PGF_06973773","NP_438748.1",435,"potE","Putrescine/proton symporter, putrescine/ornithine antiporter PotE",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.613",,"VBIHaeInf48452_0613","PATRIC.71421.8.NC_000907.CDS.612476.612598.fwd","PATRIC","CDS",612476,612598,123,"+","FIG00638284","PLF_724_00015973","PGF_01809820",,40,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.614","HI0591","VBIHaeInf48452_0614","PATRIC.71421.8.NC_000907.CDS.612624.614786.rev","PATRIC","CDS",612624,614786,2163,"-","FIG00001604","PLF_724_00002777","PGF_00027524","NP_438749.1",720,"speF","Ornithine decarboxylase (EC 4.1.1.17)","GO:0004586|ornithine decarboxylase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.60","HI0060","VBIHaeInf48452_0060","PATRIC.71421.8.NC_000907.CDS.61392.63155.rev","PATRIC","CDS",61392,63155,1764,"-","FIG00655696","PLF_724_00000599","PGF_08515716","NP_438233.1",587,"msbA","Lipid A export permease/ATP-binding protein MsbA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.615","HI0594","VBIHaeInf48452_0615","PATRIC.71421.8.NC_000907.CDS.615772.617391.rev","PATRIC","CDS",615772,617391,1620,"-","FIG00001166","PLF_724_00000952","PGF_09519210","NP_438751.1",539,,"Arginine/ornithine antiporter ArcD",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.616","HI0595","VBIHaeInf48452_0616","PATRIC.71421.8.NC_000907.CDS.617406.618338.rev","PATRIC","CDS",617406,618338,933,"-","FIG00000762","PLF_724_00001363","PGF_02806641","NP_438752.1",310,"arcC","Carbamate kinase (EC 2.7.2.2)","GO:0008804|carbamate kinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.617","HI0596","VBIHaeInf48452_0617","PATRIC.71421.8.NC_000907.CDS.618348.619352.rev","PATRIC","CDS",618348,619352,1005,"-","FIG00000084","PLF_724_00000460","PGF_02346669","NP_438753.1",334,"arcB","Ornithine carbamoyltransferase (EC 2.1.3.3)","GO:0004585|ornithine carbamoyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.618","HI0597","VBIHaeInf48452_0618","PATRIC.71421.8.NC_000907.CDS.619754.620572.fwd","PATRIC","CDS",619754,620572,819,"+","FIG01307036","PLF_724_00001198","PGF_00418497","NP_438754.1",272,,"Cof protein, HD superfamily hydrolase",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.619","HI0597.1","VBIHaeInf48452_0619","PATRIC.71421.8.NC_000907.CDS.620572.621054.fwd","PATRIC","CDS",620572,621054,483,"+","FIG00553898","PLF_724_00001328","PGF_06545170","NP_438755.1",160,"ccrB","Fluoride ion transporter CrcB",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.620","HI0599","VBIHaeInf48452_0620","PATRIC.71421.8.NC_000907.CDS.620954.621334.rev","PATRIC","CDS",620954,621334,381,"-","FIG00004099","PLF_724_00001388","PGF_09027360","NP_438756.2",126,"recX","Regulatory protein RecX",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.621","HI0600","VBIHaeInf48452_0621","PATRIC.71421.8.NC_000907.CDS.621492.622556.rev","PATRIC","CDS",621492,622556,1065,"-","FIG00000234","PLF_724_00000366","PGF_00047078","NP_438757.1",354,"recA","RecA protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.622","HI0601","VBIHaeInf48452_0622","PATRIC.71421.8.NC_000907.CDS.622993.623529.fwd","PATRIC","CDS",622993,623529,537,"+","FIG00005386","PLF_724_00001367","PGF_00421893","NP_438758.1",178,"tfoX","DNA transformation protein TfoX",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.623",,"VBIHaeInf48452_0623","PATRIC.71421.8.NC_000907.CDS.629864.630169.fwd","PATRIC","CDS",629864,630169,306,"+","FIG01332861","PLF_724_00001761","PGF_01809635",,101,,"PsiE protein homolog",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.624",,"VBIHaeInf48452_0624","PATRIC.71421.8.NC_000907.CDS.630157.630282.fwd","PATRIC","CDS",630157,630282,126,"+","FIG01332861","PLF_724_00001565","PGF_00038604",,41,,"Protein psiE homolog",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.625","HI0602","VBIHaeInf48452_0625","PATRIC.71421.8.NC_000907.CDS.630346.631632.rev","PATRIC","CDS",630346,631632,1287,"-","FIG00000868","PLF_724_00001025","PGF_00064931","NP_438760.1",428,"hemY","Uncharacterized protein EC-HemY in Proteobacteria (unrelated to HemY-type PPO in GramPositives)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.626","HI0603m","VBIHaeInf48452_0626","PATRIC.71421.8.NC_000907.CDS.631643.632167.rev","PATRIC","CDS",631643,632167,525,"-","FIG01312475","PLF_724_00001203","PGF_04009223","NP_438761.2",174,"hemX","Uncharacterized protein EC-HemX",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.61","HI0061","VBIHaeInf48452_0061","PATRIC.71421.8.NC_000907.CDS.63196.65562.rev","PATRIC","CDS",63196,65562,2367,"-","FIG01259681","PLF_724_00005354","PGF_06887246","NP_438234.1",788,"rec2","DNA internalization-related competence protein ComEC/Rec2",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.627",,"VBIHaeInf48452_0627","PATRIC.71421.8.NC_000907.CDS.632164.632856.rev","PATRIC","CDS",632164,632856,693,"-","FIG01312475","PLF_724_00001203","PGF_04009223",,230,,"Uncharacterized protein EC-HemX",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.628","HI0604","VBIHaeInf48452_0628","PATRIC.71421.8.NC_000907.CDS.633161.635692.fwd","PATRIC","CDS",633161,635692,2532,"+","FIG00001294","PLF_724_00000864","PGF_03980141","NP_438762.1",843,"cyaA","Adenylate cyclase (EC 4.6.1.1)","GO:0004016|adenylate cyclase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.629","HI0605","VBIHaeInf48452_0629","PATRIC.71421.8.NC_000907.CDS.635766.636773.fwd","PATRIC","CDS",635766,636773,1008,"+","FIG00000309","PLF_724_00000404","PGF_00008611","NP_438763.1",335,"gpsA","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","GO:0047952|glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.630","HI0606","VBIHaeInf48452_0630","PATRIC.71421.8.NC_000907.CDS.636785.637588.fwd","PATRIC","CDS",636785,637588,804,"+","FIG00000128","PLF_724_00000623","PGF_04695681","NP_438764.1",267,"cysE","Serine acetyltransferase (EC 2.3.1.30)","GO:0009001|serine O-acetyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.631","HI0607","VBIHaeInf48452_0631","PATRIC.71421.8.NC_000907.CDS.637598.638413.fwd","PATRIC","CDS",637598,638413,816,"+","FIG00142848","PLF_724_00001105","PGF_00051537","NP_438765.1",271,"aroE","Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.632","HI0608","VBIHaeInf48452_0632","PATRIC.71421.8.NC_000907.CDS.638552.639937.fwd","PATRIC","CDS",638552,639937,1386,"+","FIG00742161","PLF_724_00013807","PGF_03754400","NP_438766.1",461,,"Sodium-dependent anion transporter family",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.633","HI0609","VBIHaeInf48452_0633","PATRIC.71421.8.NC_000907.CDS.640075.640923.rev","PATRIC","CDS",640075,640923,849,"-","FIG00000105","PLF_724_00000358","PGF_00020984","NP_438767.1",282,"folD","Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)","GO:0004477|methenyltetrahydrofolate cyclohydrolase activity;GO:0004488|methylenetetrahydrofolate dehydrogenase (NADP+) activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.634","HI0610","VBIHaeInf48452_0634","PATRIC.71421.8.NC_000907.CDS.641451.642737.rev","PATRIC","CDS",641451,642737,1287,"-","FIG00003949","PLF_724_00001165","PGF_00006445","NP_438768.1",428,"fucP","Fucose permease",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.635","HI0611","VBIHaeInf48452_0635","PATRIC.71421.8.NC_000907.CDS.642776.643426.rev","PATRIC","CDS",642776,643426,651,"-","FIG00002486","PLF_724_00001330","PGF_00016118","NP_438769.1",216,"fucA","L-fuculose phosphate aldolase (EC 4.1.2.17)","GO:0008738|L-fuculose-phosphate aldolase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.636","HI0612","VBIHaeInf48452_0636","PATRIC.71421.8.NC_000907.CDS.643446.643880.rev","PATRIC","CDS",643446,643880,435,"-","FIG00022031","PLF_724_00001514","PGF_06718396","NP_438770.1",144,"fucU","L-fucose mutarotase (EC 5.1.3.29)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.637","HI0613","VBIHaeInf48452_0637","PATRIC.71421.8.NC_000907.CDS.643894.645306.rev","PATRIC","CDS",643894,645306,1413,"-","FIG00002992","PLF_724_00001435","PGF_00016114","NP_438771.1",470,"fucK","L-fuculokinase (EC 2.7.1.51)","GO:0008737|L-fuculokinase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.638","HI0614","VBIHaeInf48452_0638","PATRIC.71421.8.NC_000907.CDS.645379.647148.rev","PATRIC","CDS",645379,647148,1770,"-","FIG00002870","PLF_724_00000472","PGF_00016097","NP_438772.2",589,"fucI","L-fucose isomerase (EC 5.3.1.25) @ D-Arabinose ketol-isomerase (EC 5.3.1.3)","GO:0008736|L-fucose isomerase activity;GO:0008790|arabinose isomerase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.639","HI0615","VBIHaeInf48452_0639","PATRIC.71421.8.NC_000907.CDS.647375.648124.rev","PATRIC","CDS",647375,648124,750,"-","FIG00004418","PLF_724_00001484","PGF_00016107","NP_438773.1",249,"fucR","L-fucose operon activator","GO:0003700|transcription factor activity;GO:0005622|intracellular"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.640","HI0616","VBIHaeInf48452_0640","PATRIC.71421.8.NC_000907.CDS.648322.651093.fwd","PATRIC","CDS",648322,651093,2772,"+","FIG00001475","PLF_724_00000766","PGF_05075484","NP_438774.1",923,"hepA","RNA polymerase associated protein RapA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.641","HI0617","VBIHaeInf48452_0641","PATRIC.71421.8.NC_000907.CDS.651096.651755.fwd","PATRIC","CDS",651096,651755,660,"+","FIG00001028","PLF_724_00001013","PGF_00048824","NP_438775.1",219,,"LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.642","HI0618","VBIHaeInf48452_0642","PATRIC.71421.8.NC_000907.CDS.651782.652360.fwd","PATRIC","CDS",651782,652360,579,"+","FIG00001436","PLF_724_00001011","PGF_00048419","NP_438776.1",192,,"Rhomboid protease GlpG (EC 3.4.21.105)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.643","HI0619","VBIHaeInf48452_0643","PATRIC.71421.8.NC_000907.CDS.652390.653157.fwd","PATRIC","CDS",652390,653157,768,"+","FIG00001119","PLF_724_00001166","PGF_08110668","NP_438777.1",255,"glpR","Glycerol-3-phosphate regulon repressor GlpR",
